web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
"1556765481-3166,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,doc peterson,A 'mixed bag' of good and bad for the orphans,18-Jun-05,""Having escaped Count Olaf once again, Violet, Klaus and Sunny Baudelaire find themselves living with Eseme Squalor and her kindly husband, Jerome.  As with the previous stories, there is some good and some bad."||||||||||||
||||||||||||
"The good: Jerome is nice, and really wants to do right by the orpahns.  The bad: Eseme has """"adopted"""" the orphans simply because """"orphans are in"""".  (Eseme is obsessed with style.) The Baudelaires live in an enormous apartment (good); but it is at the top of 66 flights of stairs. (Bad.)  And of course, Count Olaf - in another silly disguise - attempts to kill off the Beaudelaires for their family fortune.  (VERY bad.)"||||||||||||
||||||||||||
"This book seemed a bit more """"mature"""" than the previous books in the series.  Adults, the children realize, can be BOTH good and bad - and that often bad things are done with good intentions.  The message was subtle, but a good one for young readers, I think.  Snicket also provides still more clues about VFD and the history of the Baudelaires, hinting that there may be more to the series of unfortunate events than just the bad luck of the Baudelaires (and Quagmires ...)"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&filterByStar=five_star&pageNumber=32&reviewerType=all_reviews"||||||||||||
"1556765448-3019,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,Love it!,7-Jan-17,""Amazing! Same style, same humor. You wouldn't expect anything else from Mr. Snicket :)"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||||
1556765535-3401|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|kara mayfield|Five Stars|7-Nov-17|i love it!!!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&filterByStar=five_star&pageNumber=56&reviewerType=all_reviews||||
1556765457-3057|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|beauty queen preslie|This is an awesome book|12-Oct-14|Great!!!!!! This book is amazing! You never know what will happen next!!!  I recommend this book for everyone! It is so exciting.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews||||
1556765452-3038|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Masha|Good|18-Nov-13|it had smooch fun and and fashion in the book kit was so well done for his 6 book that is write|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews||||
"1556765504-3261,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,An 11-year old reader,The Austere Academy,13-Dec-01,""The Austere Academy is a good book from a Series of"||||||||||||
Unfortunate Events. This is a good book because it makes you want to keep reading. It always has an adventure the Buadelaire orphans go on. This book is about three orphans. Their||||||||||||
"names are Violet, the oldest Baudelaire, Klaus, who is the middle boy, and the baby girl,Sunny. Violet is an inventor, who helps her siblings out of rough times. Klaus is a book-worm who is always looking for a good read. He is also very smart. And Sunny is is a baby who loves to bite things. She has four sharp teeth like a shark. As you can probably tell by the title they go to an academy where they meet new friends and run into to an old so called friend but I won't tell you who. And I'll let you find out the rest by reading it!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=five_star&pageNumber=42&reviewerType=all_reviews"||||||||||||
"1556765477-3142,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Eric Arismendi,""The Ersatz Elevator is """"in"""""",29-Jul-07,""If you have been following the adventures of the Baudelaire orphans so far, then you DO NOT want to miss this particular book (especially after how The Austere Academy (A Series of Unfortunate Events, Book 5) left off) because it is one of the best ones in the entire series. In this book, Violet the inventor, Klaus the reader, and Sunny the biter are (whose parents` died in a terrible fire in the first book, and ever since then they encounter countless misfortunes) are raised by Esme and Jerome Squalor on 667 Dark Avenue during this book`s events. The Squalors live in an enormous seventy-one room penthouse on top of a sixty-six floor apartment. Esme Squalor is obsessed with what's """"in"""" (the word she uses for """"cool"""") and what's """"out"""" (the word she uses for """"uncool""""). Jerome Squalor is an interesting and friendly character who just does as his wife commands because he dislikes arguing. Unfortunately for the Baudelaires, Count Olaf shows up again in yet another disguise: Gunther, the auctioner at the In Auction (a famous auction that will auction off things that are """"in""""). The Baudelaires must foil Count Olaf's plan, discover the secret of V.F.D., rescue the Quaqmire triplets, and find out if the mysterious elevator is simply """"out"""" because it is uncool - or because there's something more to it that the naked eye doesn't notice. In all, this an extremely excellent book that I recommend to anyone that has been enjoying the Baudelaires adventures or that simply likes a good mystery. This book is very suspenseful at the end when a lot of the unresolved puzzles start fitting and the children must get to the In Auction in time to [well, I won't spoil it for you]. In my opinion, this is really were the series begins because the V.F.D. mystery really starts in this volume. Also, a great things that makes readers enjoy this book is the unexpected twist at the end. I won't say anymore, just read this book for yourself to see exactly how good it truly is! If you like this book, then I recommend you ALL of the other books in the A Series of Unfortunate Events book series. Though the books are shorter than something like Harry Potter, they can still be enjoyed by all ages."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=five_star&pageNumber=30&reviewerType=all_reviews"||||||||||||
"1556765492-3212,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mary Fitterer,The Baudelaire's Unfortunate Events- Part 5,28-Mar-04,""A Series of Unfortunate Events The Austere Academy"||||||||||||
by Lemony Snicket||||||||||||
Reviewed by J.Fitterer||||||||||||
Period 5||||||||||||
"In this story the Baudelaires are sent to an academy called the Austere Academy. It all begins in a small office. It is the office of their guardian and Vice Principal. His name is Nero. His computer will keep away Count Olaf, or so he says. Sunny is his secretary and Violet and Klaus are students at the academy. Violet's teacher is Mr.Remora and Klaus's teacher is Mrs.Bass. Mr.Remora talks about boring stories and Mrs.Bass measures everthing. The Baudelaires meet friends in this story(finally!). They are triplets named Isadora and Duncan. Their triplet died in a fire, so people mistake them for twins. The students must go to violin recitals for six hours each and every night. The Baudelaires have to live in a shack. They have to do a program called S.O.R.E. with their teacher Coach Genghis(who is really Count Olaf). At the end Count Olaf kidnaps Isadora and Duncan while they shout """"VFD."""""||||||||||||
"I liked this book because of Mr.Remora and Mrs.Bass. Mr.Remora tells boring and pointless stories about himself all day long. An example is """"One day I went to the store to purchase a carton of milk."""" Mrs.Bass makes her students measure, well everything she has to offer. One example is """"I've got a box of pencils I want you all to measure."""" The teachers lend humor to the book and our nice people."||||||||||||
I disliked this book due to the program called S.O.R.E. Having kids run countless laps around a field every night| I think| is just sad and wrong. They even made Sunny run| although it was really more like crawling as fast as she could. Coach Genghis is getting them in trouble with their teachers and Vice Principal Nero. They are also very tired and basically fall behind in their studies.|||||||||
"My favorite part of this book was the part when the Baudelaires became friends with Isadora and Duncan. After all the horrible things that happened to them they get this one happy moment. Even though they get kidnapped at the end they are all still good friends. I find this touching and heart-warming for the Baudelaires at this moment in time."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=five_star&pageNumber=37&reviewerType=all_reviews"||||||||||||
"1556765504-3262,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,R. Watts,Very sad and a lot of misfortunes. I actually cried at the most dreadfully parts.,13-Mar-16,""I chose 5 stars because I love characters who have strange but good personalities such as in the Andrew Clements series. I would recommend this for a pessimist."||||||||||||
"????"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=five_star&pageNumber=42&reviewerType=all_reviews"||||||||||||
"1556765472-3124,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lynne,""suspense, mystery, humor......unhappiness, horror, and despair!"",8-Jun-18,""I read the Unfortunate Events books as they were released, loved them, and never looked at them again."||||||||||||
Recently I became involved with a literacy program for at-risk kids| and bought a set of the books to donate to the book bank.|||||||||||
I thought I'd best skim through them to make sure they were as good as I remembered.||||||||||||
||||||||||||
"In Book IV, the Baudelaire orphans have a new caretaker and will be living and working at the Lucky Smells Lumberyard -- where the employees get paid with coupons good for discount shampoos, free iced tea refills, and the like, instead of money (and by """"the like"""" I mean totally useless items)."||||||||||||
Count Olaf makes his usual appearance in disguise.  He gets away at the end of the book| as usual.  And the orphans are still alive| as usual.||||||||||
||||||||||||
"Book V is waiting for you."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=five_star&pageNumber=28&reviewerType=all_reviews"||||||||||||
"1556765463-3087,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Heather B.,Love my snickets!,12-Apr-10,""If you didnt like the first few books in the series, you wouldnt like the rest. I LOVE them though! I want them all!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews"||||||||||||
"1556765428-2928,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,ian,This book was purchased as a gift. I am ...,3-Dec-14,""This book was purchased as a gift. I am unable to review the book, but it was given to a avid fan of the series. It  was savoured appropriately."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||||
"1556765517-3322,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ben,What is a cakesniffer?,5-Jul-01,""Well, I've read the series up to this book so far, and I had to get right online to write this review.  Finally, after four other books, Snicket introduces some more characters that are the Baudelaire's age.  This widely expands the series.  This book also makes us wonder a lot more about """"Count Olaf"""" and gives you the inkling that he may have had a lot more to do with the Baudelaire's problems..."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=five_star&pageNumber=48&reviewerType=all_reviews"||||||||||||
"1556765477-3149,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mrs. Duarte's Class,the austere academy,27-Feb-09,""Lemony Snicket is the authot of the austere acadamy. He has written alot of books. The books are The Series Of Unfortunate Events. The Settingis in The prufrock Preparoty Shcool. Mr Poe took them there. He took them there bacause he coudn't take care of them. The children, Klaus,violet, and Sunny, met Mr.Nero, the vice principal. Mr. Nero likes to play the violin. The vice principal gave them a lot of rules and if they didn't follow them, they would get punishments. One day, they didn't follow one of the rules. The rule was, """"No entering the office without an appointment."""" Their punishment was, they didn't get silverware at lunch. At lunch, they met Isadore and Duncan. Violet noticed twins at their table and mentioned it, and they got upset. They were not twins but triplets. The other brother died in a fire with their parents. Then after lunch, they went with the vice principal so they would know where they were going to slepp. Nero told them they would stay in an orphanage. They could stay in a neat room, but they didn't have a guardian. Then they met Mr. Genghis, the new gym teacher. Well, not really, it was Count Olaf. Count Olaft wasnts the Baudelair's fortune. If you like exciting endings, you will like this book. It is a huge mystery. And if you like to imagine what's happening, you might want to read it. I think this book is a good book to read. It would be awesome if you read this book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=five_star&pageNumber=30&reviewerType=all_reviews"||||||||||||
1556765459-3068|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jessica Brianna wernsing|A series of unfortunate events #4:the miserable mill|23-Jun-13|This book was very good so I chose 5 stars. I like this book because I like tragedies and mysteries. I recommend this book to everyone who likes tragedies and mysteries.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews||||
"1556765455-3047,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Adam R,awesome,2-Dec-13,""I cant say that i didnt like anything."||||||||||||
"With all due respect andrew d rorex, ps i have read all 13 books"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"||||||||||||
1556765424-2904|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Paloma M|My kids loved the series and I'm sure A Series of Unfortunate ...|27-Aug-15|My kids loved the series and I'm sure A Series of Unfortunate Events is now apart of the children's literary canon.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||||
"1556765490-3209,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,amber,book 5,28-Nov-05,""i read thuis book a long time ago but am now getting to right about it. the baudelaires are now attending the school called the austre academy. they meet nero the mean mimicking princible  of the school. he doesnt care about the orphans but to top it off the orphans have to live in a shack thats full of nasty things in there. the most miserable thing of all is they meet camilita spats who calls them cake sniffers and names them the orphans shack. yet again nobody beleaves that count olaf was there dressed up. the baudelaires are made to do many hard things. what will happen next read this book."||||||||||||
||||||||||||
"  book the fifth"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=five_star&pageNumber=36&reviewerType=all_reviews"||||||||||||
1556765519-3331|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Blowing the other SOUE out of the water!!|23-Jun-03|I love the reptile room and I love the Wide Window but the Ersatz Elvator blew both books out of the water. Its a great plot and scheme and I garentee for it to leave you hanging more than ever!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&filterByStar=five_star&pageNumber=49&reviewerType=all_reviews||||
"1556765417-2873,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Leigh Ann,My words will help u decide to get this book,16-Jul-13,""U have to read this review !!."||||||||||||
||||||||||||
It will help you decide whether to get it or not..||||||||||||
....pause for dramatic effect....||||||||||||
||||||||||||
IT'S AMAZING GET THIS BOOK RIGHT NOW! NOT IN A FEW MINUITES . NOW!!!!! Oh and make sure to read the other ones to. Read the whole series or..... DIE not knowing the awesome ending of Lemony Snicket's series of unfortunate events. I myself have read the series thank you very much.||||||||||||
||||||||||||
"Now i hope this has helped u figure out that U ARE GOING TO BUY THIS BOOK AND READ IT!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"||||||||||||
"1556765483-3176,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,A marvelously miserable book by Lemony Snicket.,28-Apr-01,""Violet, Klaus, and Sunny  have endured some of  the most horrid, unfortunate circumstances they could ever imagine since the sudden deaths of their parents. The three Baudelaire orphans just seem to always have misfortune following them -- and their miserable lives are about to become even worse. They have been sent to stay in under the care of a man who, quite mysteriously, has a cloud of smoke where his head should be. Assigned to work in a horrid mill that the three children find almost impossible to endure, their lives worsen by each day. And for some reason their evil uncle, Count Olaf, hasn't been seen around -- but little do they know where -- and how -- their evil uncle is lurking in the shadows. Can they solve a horrible mystery, avoid torture, and make their stay out alive? Or will Count Olaf for once be the victor of the Baudelaire fortune? This was one of the most hilarious books I have ever read, and Lemony Snicket's Series Of Unfortunate Events is so darkly funny I found it impossible to put down. The Miserable Mill, the fourth hilarious book in this unfortunate series, was another five-star, charming novel by Lemony Snicket, whose writing is beautiful and unmatched, funny in so many places that will always entertain."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews"||||||||||||
"1556765419-2884,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kim,entertaining,22-Aug-17,""These are all good reading of this series, I am re reading these, enjoyed and couldn't put down the books."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews"||||||||||||
"1556765483-3175,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ann Sherry,""""""Mill"""" is a Thrill"",12-Apr-08,""This Book #4 in the Lemony Snicket Series of Unfortunate Events is perfectly named. The story of the Baudelaire children continues as they are put in the care of a lumberyard owner, who smokes and one can never see his face. He puts the children to work in the lumber factory, among the saws and heavy logs, feeding them gum for lunch and a nasty casserole for supper. The foreman is mean and trips Klaus, breaking his glasses. He is taken to an eye-shaped building nearby where he comes back quite a changed boy after seeing the eye doctor and the receptionist. Klaus is now willing to cause accidents in the mill, and the owner says one more accident and he will give the children to ... It is up to Violet and Sunny to figure out what's wrong with Klaus and how to undo it before they are given to a most unsavory character that we have seen before. Enjoy this fast-reading, marvelous book - but don't let the recommended ages 9-12 stop older readers up to adult."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews"||||||||||||
"1556765497-3232,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Megan Twain,Cakesniffers! Cakesniffers!! Cakesniffers!!! CAKE SNIFFERS!!!!!!!!,3-Aug-05,""Sorry about the title. Anyways, the orphans yet again have another streak of horrible luck, just as bad as when they were being acomodatted at Yucky, errr...Lucky Smells Lumber Mill. This was so much better than book the 4th, even though I gave #4 5 *'s. I'm tired, so I think I'll cut this short. They have a very very very very very very very very very very very very very very very very very very very very very very very very very very very *takes a sip of water* very very very very very very very very very bad streak of luck. FINALLY! Orphans shack, Olaf...oops! Did I say Olaf? An Orphan's Shack and the Quagmires! Oh, and 50000000000000000000000000000000000000000000000000000000000000000000000000000000000000 hour-long very very very very very very very very very(don't worry, I won't say """"very"""" as long as last time) very very very very long violin recitals. Oh yeah, Lemony's narrarating is still kickbutt! Definately worthy of the SOUE's name!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=five_star&pageNumber=39&reviewerType=all_reviews"||||||||||||
1556765421-2897|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|GREAT APP!!!!!|RILEYRUSHTONREVIEWS|7-Jun-13|I suggest this book. It's is great and exciting and  mysterious that I can't even figure put the mysteries .although in some ways this book kiss sorta violent and  wouldn't recommend  this for easy frightened people but clear as day lemony snickering informs each and every reader of that. These  aren't favorite series ever . Can't wait  to the read the 7th edition poo n of the Baudelaire 's misfortuanuate events that will hopefully come to an end. FIVE STARS+ AWESOME BOOK! Luv you ls|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||
1556765448-3014|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|CNP|Best  book ever|16-Jan-13|I love this book so much that I wish they made a movie out of it so much !!! Bbe|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews||||
"1556765421-2891,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Evangeline Anderson,Great books!,3-May-16,""My 2nd grader loves this series! Wonderful, engaging plots with excellent vocabulary. We are reading them all! Highly recommended--try them,"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"||||||||||||
"1556765479-3152,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,delta,Gloomily Wonderful,2-Sep-00,""Baudelaire twins are back for more action packed adventure.  Mr. Snicket delivers again.  The beleagured orphans are packed off to boarding  school...if you thought they were actually going to get an  education..wrong!  They have to sleep in a shed because well, they don't  have parents to sign the forms for the regular rooms.  So they put up with  toe-snapping crabs and gunk dripping from the ceiling.  But all is not  lost.  The orphans meet other orphans who have more problems than they  do..orphaned triplets who have lost a sibling.  I liked these new orphans.  They will have to figure into future books...read on to see why-no  spoilers!"||||||||||||
The vice-principal is everything dastardly.  There is nothing  worse than listening to somebody play the violin who cannot play.  Imagine  having to attend evening concerts with him endlessly playing...gimpla| says  Sunnie|  which means here| ugh!|||||||||
"I have read past reviews in which some  whiner parents have said these books are depressing and unsavory.  Well,  these are the sort of cake-eaters who just don't get it!  It is all too  wild to be taken seriously by anybody but the most literal stick in the mud  folks.  I mean, the baby, Sunnie, has to become the secretary to the vice  principal and make her own staples! LOL!  And in one class all they do is  measure stuff all the time.  These are great dismal fun for the Roald Dahl  & Edward Gorey lovers of the world.  You cannot say you were not  warned.  Mr. Snicket tells the reader on the first page that if you want a  nice cheery book about rolicking good times to find another book.  If you  read it, no whining."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=five_star&pageNumber=31&reviewerType=all_reviews"||||||||||||
