web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||||||||||
" My book is The Carnivorous Carnival.  I would suggest you read this book, if you have read all the books before it in the series.  This is my favorite book so far, of this series. This book is about 3 orphans named Sunny, Klaus, and Violet Baudelaire.  They hid in the back of their enemy Count Olaf's car.  They ended up at a carnival.  They disguised themselves as freaks to hide from Count Olaf while he is asking the fortune teller there where are the Baudelaire children.  They got a job there to be in the house of freaks attraction.  Count Olaf gave Madam Lulu the owner of the carnival and the fortune teller there a new attraction for her carnival. The attraction was lions that were meant to eat the freaks in the house of freaks.  Will the Baudelaires make it out alive?  You will have to read this exciting book to find out!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=five_star&pageNumber=45&reviewerType=all_reviews"||||||||||||||||||||
1556765964-3819|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|LG + family|Great Book|27-Dec-12|I greatly recommend this series to someone who likes mysteries and realistic fiction.  I was a great book even though in every book at least one person is murdered.  Shouldn't be read by someone who hates hearing about deaths.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews||||||||||||
1556766022-4078|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|write a review|Awesome|12-Mar-13|I loved this book. It was great . Very suspenseful and mysterious it is a masterpiece. I think you will enjoy reading it.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&filterByStar=five_star&pageNumber=34&reviewerType=all_reviews||||||||||||
"1556766078-4326,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Aimee,""I a car with your nemisis, kinda freaky............."",18-Mar-03,""Boy was this book one of my favorites. Violet, Klaus, and Sunny are stuck in the trunk of a car which is being driven by their nemisis, Count Olaf. Kinda freaky huh. The 9th of this series I think is one of the best. The Baudelaires have a fun and joyful time at the Caligari Carnival pretending to be a two headed freak whose names are Beverly and Elliot who are accompanied by Chabo the wolf baby. But you will have to figure out what kind of mess that they get into this time."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&filterByStar=five_star&pageNumber=59&reviewerType=all_reviews"||||||||||||||||||||
1556766024-4086|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|TJP|Awesome book|15-Feb-13|The best one so far!  I love all of these books they are all amazingly horid in a good way though!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=five_star&pageNumber=35&reviewerType=all_reviews||||||||||||
"1556766051-4212,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Leila L.,""wow Esmè,who knew you could be so mean?"",6-Mar-17,""From my very own 10 year old who thoroughly enjoyed this book & had this review to share:"||||||||||||||||||||
||||||||||||||||||||
"Really I love this series but this one was probably the goriest I've read so far.Madame Lulu surprised me.Snicket talks of his own life,and I didnt understand the message(but then again I never do)."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=five_star&pageNumber=47&reviewerType=all_reviews"||||||||||||||||||||
1556766024-4085|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ryan Allan|Best book ever|19-Dec-13|I love books and this is my most cherished book collection worth buying there amazing I'm going to read this twice now|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=five_star&pageNumber=35&reviewerType=all_reviews||||||||||||
"1556766071-4304,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,~*~*~*Kristen*~*~*~,THE BEST BOOK!,19-Sep-02,""This is one of the best books i've ever read."||||||||||||||||||||
"It is about the 3 unlucky Baudelaire children Violet, Klaus, and Sunny. They are sent to live with their Uncle Montgomery Montgomery. Uncle Monty is a nice man who really cares for the Baudelaire children. He is a professor who studies snakes. Uncle Monty hires a professor named Stephano to be his assistant when they travel off to Peru to study snakes. Stephano is a very strange man. Violet, Klaus, and Sunny suspect really weird things about him, like hes someone else they met earlier. Who could it be and is """"Stephano"""" really disguised?"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&filterByStar=five_star&pageNumber=56&reviewerType=all_reviews"||||||||||||||||||||
"1556765995-3963,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Owen Alston,Good book!!!,8-May-13,""This is a good book and has lots of suspense and sad things."||||||||||||||||||||
"The carniverous carnival is a great book for anyone who likes A series of unfortunate events."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews"||||||||||||||||||||
"1556766040-4164,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Erica Robyn,""""""...and this morning I am so tired that I can scarcely type these worfs."""""",1-Sep-16,""Another reread. As usual, this was another absolutely ridiculous and anxiety filled story. Just when you think things are finally going to turn around for the siblings, things just continue to go down hill."||||||||||||||||||||
||||||||||||||||||||
My favorite lines:||||||||||||||||||||
"Grief, a type of sadness that most often occurs when you have lost someone you love, is a sneaky thing, because it can disappear for a long time, and then pop back up when you least expect it."""""||||||||||||||||||||
||||||||||||||||||||
"...and this morning I am so tired that I can scarcely type these worfs."""""",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=five_star&pageNumber=42&reviewerType=all_reviews"||||||||||||||||||||
1556765960-3796|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Breanne Bogle|I ordered this for my daughter who is in 6th ...|17-Jan-16|I ordered this for my daughter who is in 6th grade. I have never her seen her so interested in reading before this series. They are within her reading goals for her school so she has even increased her reading grade. I am looking to get the next set for her.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||||||||||||
1556766031-4122|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Masha|Good|2-Dec-13|I'm not going to be there at the people who are you doing now I'm going to come up with a new comment by the way|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews||||||||||||
"1556766060-4245,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Happy2Bhere,Wonderfully Unfortunate Seires.,18-Jan-11,""I have read this whole seires and it was superb! I don't want to give anything away, but I will, so stop reading at the mark if you don't want to know what happens in The End. ~~~STOP READING SPOILER ALERT~~~ The Baudelaires get a somewhat happy ending, raising Kit's child for about a year. They then attemt to make it to civilization from their small island. No feedback on whether or not they make it; I like to think they did. but that wouldn't be very unfortunate, would it?"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=five_star&pageNumber=51&reviewerType=all_reviews"||||||||||||||||||||
"1556766092-4386,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kaylee Morgan Swiokla,The whole book,21-Jan-13,""Best book ever I wish it would end with a good end"||||||||||||||||||||
I can not weight for the wide window.||||||||||||||||||||
"By kaylee schools"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=five_star&pageNumber=65&reviewerType=all_reviews"||||||||||||||||||||
1556765995-3959|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Paco M. Aubrejuan|Awesomeness|27-Dec-12|I loved this book and cried. I cried when uncle Monty died. I loved it because it left  me in suspense when I found out that Stophono was Count Olaf. I enjoyed it when the children were having so much fun and getting ready for their trip... until Count Olaf ruined the trip. It is a great book and a good book for all ages :-)|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews||||||||||||
1556765982-3896|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Anthony26|Five Stars|16-Mar-16|good book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||||||||||
1556765984-3905|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|AM|Five Stars|19-Jun-16|9 year old loved this book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews||||||||||||
1556766033-4133|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Doug Salm|really cool|21-Mar-15|It was awesome I like the hook handed man|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=five_star&pageNumber=39&reviewerType=all_reviews||||||||||||
1556765973-3858|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Rebeccasexton|Gift for grand daughter a big hit|25-Dec-11|This was bought as a Christmas gift for my grand daughter. She liked the cover art and the fact that this book had extras that the others did not. We both are very pleased with the purchase.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||||||||||||
"1556765993-3950,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Brenda Shippy,I loved this book!,4-Mar-13,""It was so exciting that I couldn't stop reading. This is a great book for kids and adults."||||||||||||||||||||
"A Series of Unfortunate Events is the bomb!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews"||||||||||||||||||||
"1556765966-3826,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ilove2read,Great Books,20-Mar-13,""My daughter loves these books, and she and her friends are all racing to see who reads them first.  I'm happy to have a series for her too read that keeps her entertained and gives life to conversations about books."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||||||||||||
