web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
"This eighth installment in the """"Series of Unfortunate Events"""" is probably the very best of all.  It reveals new, intriguing information about the fire at the Baudelaire mansion, and links to the siblings' past.  Sunny, Violet, and Klaus encounter more danger in this book than in any other, and certainly the reader is gripped by the book.  It is impossible to put it down until you have read the final page, which leaves the reader hanging, wanting nothing but to read Book 9, """"The Carnivorous Carnival."""""||||||||||||
"This is a children's book, but I'm 17 and have read every single one of the Lemony Snicket books so far.  I was into them even before they became so popular.  They are wonderful books with a quality of """"solve-it-yourself"""" combined with a sense of adventure and foreboding.  It doesn't matter what your age is; you'll fall instantly in love with the three siblings and their friends, Isadora and Duncan Quagmire (lol at names!).  One word of advice: if you haven't read any of the books yet, START AT THE BEGINNING.  Otherwise, almost nothing will make sense, and the most interesting parts (like Beatrice) will be incomprehensible and impossible to piece together."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||
1556765872-3741|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Brenda Douglass|Title?|14-Aug-02|I've read all the books so far and they are terribly depressing and if you are weak of heart you shouldn't read these dreadful books. But if you aren't they're really good!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||
"1556765863-3701,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Cumulonimbus Harpe,Obviously Original,25-Jul-05,""The Hostile Hospital is a suspenseful chapter in the Baudelaire's lives. Although it's not as good as the The Vile Village or The Carnivorous Carnival, it is still good. In this book, the Baudelaires escape and hide out at Hiemlech Hospital where they encounter an intercom speaker, alphabet soup, a deadly operation, Volunteers Fighting Diseases, and some heart-shaped balloons."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"||||||||||||
1556765839-3595|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Emily P|Five Stars|19-Jan-18|Bought to have collection|5.0 out of 5 stars||||||
"1556765856-3669,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,Hospital Hospitality -- Snicket Style!,2-Apr-11,""Continuing onward toward the conclusion of his 13-volume crusade, Daniel Handler (aka Lemony Snicket) throws our three unfortunate heroes into a hostile hospital as members of the unrealistically and perpetually optimistic Volunteers Fighting Disease."||||||||||||
||||||||||||
Book Number 8's VFD reminds me of many different kinds of people I have found in social circles| politics| education| and even church.  They see someone hurting and offer the proverbial heart-shaped balloon.  It should fix all the person's worries and pains.  These people - despite their good intentions - are totally incapable of hurting with those who hurt and weeping with those who weep.  Optimism minus compassion is a very unfortunate event!|||||||||
||||||||||||
"Knowing that I have five more books to read before I reach the (better be really awesome) payoff, proves difficult at times.  So, I'm glad this one was at least fun to read and didn't lack for any of Lemony's dry wit and situational antics."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||||
"1556765861-3692,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Anthropocentric,wait...,1-Feb-19,""look in other reviews. the person """"a kid"""" has written at LEAST 10 reviws for 5 stars... Great book tho :)"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
1556765847-3627|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Abby|V.F.D still a mystery|29-Mar-14|This book is awesome I can't wait to find out who is still alive but I just have to keep reading Thanks lemony snicket|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||
"1556765858-3682,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,A. Banaag,Help!-STOP-Count-STOP-Olaf-STOP-Still-STOP-Alive-STOP,4-Sep-04,""Yes, the story continues, the Baudelaires are fugitives and are on the run!This is the eigth installment to a terrible treacherous series of unfortunate events. Here the Baudelaiers are desperate to clear their name and bring Olaf to justice! Finding shelter will have to settle for now. The Baudelaires find a hospital in nowheresville and spend their short time there. They come across filing cabinets that may reveal all of the questions behind the secrets and lies they have come across. But before anything happens, guess what new """"doctor"""" comes along and kidnaps Violet! After quick thinking and ABC soup, this tale ends in fire."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||
"1556765867-3722,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,presbyopic reader,LEMONY RULES!,9-Dec-01,""This Lemony Snicket book is one of my fayorite titles of all of them. I love how Lemony Snicket always suddenly creates a miserable ending in each of his books. I like this because I'm tired of those """"and they lived happily ever after stories"""". But this one had probably the most suspense of all of them. Because they ride in they're archenemy Count Olaf's car in the trunk to escape a burning hospital."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||||
"1556765863-3704,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Britaline,Quite Joyful!.......NOT!,12-Mar-05,""DO NOT get me wrong, this is an awesome read. I really enjoyed it. However, it is utterly dismal.(in the best sense of the phrase). There is not an ounce of joy, (unless, of course...you count escaping what seemed to be certain death joy). Despite the idea of this being a completely unhappy story, the characters are lively, the writing is humorous and you will certainly want to read the entire series in it's soon to be 13 dark and dismal installments!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"||||||||||||
1556765847-3634|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Stan Tucker|Five Stars|10-Nov-15|awesome book very miserable but want to keep reading|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||||
"1556765843-3612,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Tina,""great book for kids, adolescents, teens!"",10-Nov-12,i began reading a series of unfortunate events at about 11 and a half years. i read them till i was like 16 or 17. great books for a wide range of ages!,5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"||||||||||||
1556765852-3646|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Gracie Halinen|Amazing|26-Jan-13|One of the best books I ever read! I always want to know more but then you realize your in the page....... O.o|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||
1556765843-3609|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|:P|Really good|4-Feb-14|I love this series this book is so good. I'm reading it over again and it's even better the second time reading.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||
"1556765856-3666,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lonnie E. Holder,Hair-Raising Hospital Horror,18-Apr-03,""In the eighth book in the series """"A Series of Unfortunate Events"""", we not only get to be miserable with the Baudelaire orphans, we also get to be afraid.  """"The Hostile Hospital"""" picks up where """"The Vile Village"""" left off.  The children are walking away from the village of V.F.D., trying to figure out what to do now that they are on the run from the law."||||||||||||
The children come to a general store in the middle of nowhere| which fortunately contains a telegraph.  They try to contact Mr. Poe to tell him they did not commit the crime of which they are accused.  Unfortunately| the children do not hear back from Mr. Poe before the person that delivers the newspaper arrives and shows the store owner a picture of the children in the newspaper.  After a chase throughout the store the children escape from the store into a van containing the most bizarre collection of hospital volunteers that you have ever seen.||||||||||
The children realize they need to do some research to see if they can find more information about their family| and a man who was murdered in the village of V.F.D.  By a strange coincidence| the hospital has a huge records department in the basement containing hundreds of file cabinets of information from all over the county.  By another strange coincidence the children are able to volunteer to work in this facility.||||||||||
As you can imagine| the children have to live somewhere| and they would rather not have to drive back in forth in the van lest someone recognize them.  Further| where would they go anyway?  So the children live in the unfinished half of Heimlich Hospital| using a canvas cover for a blanket and to keep warm.||||||||
The children's search through the records is disturbed by the arrival of| yes| you guessed it| Count Olaf.  This time we see very little of Count Olaf| and instead see another character the reader will know from a previous story (I'm not telling!).  During a chase through the records room one of the Baudelaire orphans is captured| and Count Olaf and his gang of criminals plan to do an operation on the captured orphan that is planned to turn fatal.|||||||
"As we reach the end of the story the Baudelaire orphans escape Count Olaf once again, as much as they ever escape.  However, this time their escape is more precarious than any previous escape, and we are left to wait for """"The Carnivorous Carnival"""" to see how it all turns out."||||||||||||
There is another strong educational message in this book| presented with only a little subtlety.  In order to learn more about their parents the Baudelaire family the children must try to find the information in the records room.  Their search is detailed as they fruitlessly search through file after file.  As always there are the words that are explained by the author.|||||||||||
"This book has managed to top the previous books in this series.  The excitement is much greater and the story is faster paced.  While the ending of the story can be truly frightening for younger audiences, the children do escape.  I recommend this book for at least a 9-year-old child, however, as always, you need to judge the ability of your child to read these books.  I am in the process of reading """"The Carnivorous Carnival"""", and can hardly wait to see how this series of books will end.  Five stars for another excellent entry in this series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||||
"1556765863-3699,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Blake Farrell,The Hostile Hospital: A truestory of Despair and Tragedy,22-Nov-01,""In this, the worst( that is,the most tragic) book yet!  First of all, the Baudelaires are accused murderers and running away from the police.  After they join a group called  V.F.D.(Vollunteers fighting disease), they travelwith them to Heimlech Hospital and pretend to be V.F.D. workers.  After that, Violet is captured, the Baudelaires find out a VERY interesting tidbit of information about thier parents, and Violet almost gets her head sawed off!!  This is truly a great book.  Oh, and by the way, the next book(Book the 9th) is going to be called"||||||||||||
"  The Carnivorous Carnival!!!!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"||||||||||||
1556765870-3731|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Love to read but hate to waste time|THE BEST BOOK (rated by a hockey player from Illinois)|5-Nov-01|I loved this book. It kept me reading. I loved it so much I read it in 2 days. It is for all ages. Get this book you'll love it. It has everything from fear to laughing. Go out and buy it you won't be let down.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews||||
1556765852-3648|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|hollie crum|watching my kids read!!|19-Sep-13|My 8 year old son loves this series...and I love that he loves to read them! He can't wait to get the next book!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||
1556765872-3736|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|CarBar|Really Exciting|2-Feb-14|Great book can't wait to read the next one so pumped What will Happen to the Baudelaire Orphans will they survive?|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||
1556765845-3622|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|C. Chandler|Great Kids Book!|6-Apr-08|My son is really enjoying reading this series of books.  He doesn't read much so it says a lot when he continues to read night after night.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||
1556765845-3616|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|amatulli|Five Stars|2-Oct-15|Great book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||
"1556765861-3694,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Greg Hopper,""More woe and misery, but what else can you expect?"",3-Jun-02,""Those poor children, nothing ever goes right for them. Expecting some fortuitous event (a word which here means lucky) to happen to them would be a miracle in itself, and you would be bound to be exceptionally disappointed."||||||||||||
"This is because their lives are the perfect opposites of the perfect children we so often read about in literature (a word which here means books), other children may have happy endings, but not OUR children, oh no, the Baudelaire siblings are doomed to endless worry, woe and misery. Kids laugh at it, adults get the jokes and it's just an awful lot of fun to read about people whose problems are far worse than your own. Yeah, the bills are due, rent, etc, but at least I don't have Count Olaf after me....."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
"1556765861-3687,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,m diaz,The Hostile Hospital,31-Mar-04,""The Hostile Hospital"||||||||||||
By:Lemony Snicket||||||||||||
Reviewed By: M. Diaz||||||||||||
Period: 6||||||||||||
 LIke all the other books it all started when a fire had killed their parents. So their parent's fortune was sent to them. They were sent to Mr.Poe who| then sent were sent to a guy named Count Olaf. In this book there is a murder a guy got killed. Then Count Olaf frames it on the three children. The Children ran away they didn't bother telling anyone because they knew no one would believe them. As the police were chasing them in the middle of no where they come across a store called the last chance general store. Because it was really the only store left. So they went in and there were so much stuff. They asked the storeowner if they could send a telegram. The storeowner said yes| and said do you have money they said no it's an emergency so he said ok it's for free. They telegrammed Mr. Poe telling him what had happened. Then a newspaper called the Daily Poncho. The children knew that they were in the front page. So they ran for because they knew they wouldn't believe them. They were saved because a group called the V.F.D came and they went in the van. The V.F.D. is an organization the sings for sick people in the hospital. When the V.F.D notices them Violet says her name is Sally. But the leader of the group says we don't need names we just call it other brother and sister. They go to the hospital and they were looking for volunteers to work in the file room. You're going to have to read the book for the rest.||||||||||
" I loved the book so much. This is my favorite book out of the whole series. It always keeps you guessing until the end. Here is one of the quotes """"Oh no they've captured Violet"""" that's were the book gets really interesting. Here's another quote """"Sunny please open the alphabet soup"""", I know it sounds weird but here it gets really interesting. This book will make you be at the edge of your sit till the end. I love this book because it never gets dull. After each book you just want to read more."||||||||||||
"My favorite part of the whole book is in the operating room. In that scene you don't know what, going to happen. Also you can't believe what's going to happen. That scene is just the start of it. That's why it's my favorite part."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
1556765843-3610|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|brian t|Five Stars|15-Mar-16|AAA|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||
"1556765863-3705,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,andy obryan,""Really,really GREAT"",2-Feb-02,""I love the books Lemony Snicket writes. If you would like to read the Series of Unfortunate Events you will find out about the three Baudelaire orphans, Violet, Klaus and Sunny.  Throughout all the books a villain named Count Olaf is trying to capture them and steal the fortune their parents left behind when they died.  He follows the Baudelaires everyplace they have to live, bringing one of his evil assistants with him.  In about every book the Baudelaires find themselves in grave danger.  All the books are full of excitement, adventure and some comedy.  That is why I think everyone should read these books!!!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"||||||||||||
1556765843-3606|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|fak u broteem|Five Stars|20-Sep-16|Ok|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||
1556765870-3729|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|An 11-year old reader|6 stars!!|20-Oct-01|This book rox!!  It kept me intrested all the time.  Lemony Snicket uses very intresting and expressive words.  I would definately recommend this book to anyone!!!!!!!!!  If your in a slump and can't find anything to read read the first of this series than make your way through all of them.  you will not regret it!!!!!!!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews||||
"1556765847-3632,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,H. S. Bator,incredible book,15-Mar-15,""My 11-year old son wants to review this book - here are his comments! """"This book was amazing, the suspense, and the incredible story. I recommend this book for you to read, any time"""""",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"||||||||||||
"1556765847-3630,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Cole,Amazing!!,11-Jun-13,""The 8th book is filled with danger around every corner and has a surprising new twist about the fire that destroyed the Violet, Sunny, and klauses home I would definitely recommend to read this book along with the rest of the series"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"||||||||||||
"1556765867-3723,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,A great book to read!,1-Apr-02,""Violet(inventor), Klaus(smarty), and Sunny(sharp-toothed baby) are orphans who have a family fortune that an Evil man named Count Oalf wants to get. I love this serise and I have read all of them. It is very funny, exciting, and intersesting. I would recommend this book to anyone who likes to read! First I would read 1-7 before reading this book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||||
"1556765858-3678,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Toni Masters,A hospital with no hospitality!,8-Jul-05,""The Baudelaires, tired cross the vast barren lands, trying to make as much pace between the police and the raging citizens of VFD.Being accused of murder and crime, the unlucky orphans end up in a van with an organisation called VFD!The very helpful doctors.They end up at a hospital where the organisation give each patient a heart shaped balloon, which to them is the symbol of recovery.The Baudelaires take a job at the hospital filings and find themselves head to head with the evil and wealthy Esme Squallor, the sixth most succesful financial advisor in the city.I loved this fabulous book, especially when Count Olaf gets into the picture and picks out darling Violet, for his torture chamber.Get ready for no hospitality at the hostile hospital!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||
"1556765858-3685,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,Kids AND adults will love this one,31-Oct-02,""I picked this book up at a book fair for my kids' preschool. I'd heard LOTS about Lemony Snicket, but had never read one of the books. Boy, am I glad I did. They're a hoot. Kids will love the creative ways the Baudelaire children escape never-ending peril, and adults will get a kick out of the many literary references worked into the story. This book had references to Woolf, Salinger, the Jonah story from the Bible and much more. Just check the names of the patients in the hospital."||||||||||||
"If your child is 8-12 years old, get these books. Even better, read them aloud together. These books beg to be read out loud."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||
1556765858-3684|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Karen D. Larry-Moyer|This is my 2nd favorite Snicket Book full of woe and misery|11-Sep-02|I thought that Snicket had outdone himself with the Austre Academy but the Hostile Hospital just makes me cringe with glee and delight - I think Snicket is great - I see children and adults actually talking about books together again. As the orphans get closer to book 13 we actually have more oddball pieces to the puzzle and our questions are overflowing - are both their parents dead ? Did Olaf have a hand it in what is VFD and what kind of filing system does this hospital have !!?? Can't wait for Book 9 - and I have also listened to the audio edition - Tim Curry does an outstanding job - his voice drips with misery !|5.0 out of 5 stars|Next page?|https://www.amazon.com/Hostile-Hospital-Unfortunate-Events/product-reviews/0064408663/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews||||
