web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||
|||||||||||||
"The previous book was titled The Penultimate Peril, and some rather sensational events occurred in The Hotel Dénouement. One definition of dénouement is """"the final part of a play, film, or narrative in which the strands of the plot are drawn together and matters are explained or resolved; the climax of a chain of events, usually when something is decided or made clear: i.e., I waited by the eighteenth green to see the denouement."""" A climax, remember, is never the end of the story. There always follows resolution."|||||||||||||
|||||||||||||
(There could be some rather spirited debate on the fact that The Hotel Denouement was burned to the ground| with specific regard to its meaning...)||||||||||||
|||||||||||||
That I knew what the word meant while reading the book| and still expected The End to provide me with answers all neatly tied up and presented in a package made me feel a bit silly. First| Handler *never* does that sort of thing. He always packages his story in clues boxed in clues boxed in clues. Second| the climax/denouement already occurred| so all that was left was the resolution. There would be no breakneck action as there had been in previous books. There would be a resolution. In all of literature that I'm familiar with| the resolution is always written at approximately the pace that The End was written at (minus all of Handler's witticisms).||||||||
|||||||||||||
The End provided us with resolution. And it did so brilliantly. There were dangling issues - such as the fate of the Quagmires and others that I won't mention here - but the central mysteries were resolved in typical Daniel Handler fashion.|||||||||||||
|||||||||||||
Were we really expecting Count Olaf to| as in so many unsatisfactory villains do| explain to the Baudelaire's every single mystery that had come to that point? That would have been incredibly *un*satisfactory.|||||||||||
|||||||||||||
"It appeared that Handler was creating new mysteries. That's arguable, because as he """"appeared"""" to be creating new mysteries, he was, in case we hadn't figured them out before, resolving (resolution...) others. And if anyone had yet to figure it out, at the very end he answered the most essential mystery: who/what or is/are Beatrice?"|||||||||||||
|||||||||||||
My only beef with the book| which quickly died away| was that I felt if you didn't read The Beatrice Letters| the *full* brilliance of what Handler was doing with the identity of Beatrice (whoever or whatever that is or was) was impossible to grab (I did say *full* brilliance). I felt that readers shouldn't have to read a book that's technically outside of the series to get a broader| more complete understanding of what's happening.|||||||||
|||||||||||||
Then my appreciation for Handler grew. I realized that he didn't simply write a thirteen book series| he created a complete and fully believable universe. There aren't many writers who have done so| and done so with such remarkable success. He wasn't milking us by writing an unauthorized biography| or The Beatrice Letters| he was expanding the believability and reality of his creation. He was also giving us more clues to the essential mysteries| perhaps in case we missed the dozens of clues he cleverly planted right underneath our noses that often went unnoticed.||||||||
|||||||||||||
That said| reading The Beatrice Letters or the biography isn't necessary| and it's quite possible that many people who have rated this book highly haven't read either. You can still appreciate Handler's genius within the confines of the thirteen books| and you can still solve all of the essential mysteries. I solved one that I didn't think was a mystery after I turned the last page. At least| I'm pretty sure I did. With Handler| it's difficult to know sometimes.||||||||
|||||||||||||
"I believe if you read all of the dedications to Beatrice, and review what you remember from the books themselves, you'll see that - as remarkable as it seems - The End ended exactly as it should have, and exactly as it was intended."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||
"1556766679-5101,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Shira Pilarski,Very Fine Denouement,10-Dec-06,""I knew coming into The End that there was no way Lemony Snicket could possibly resolve everything (i.e. the sugar bowl, Beatrice, the question mark, etc.) and still make a good book. Still, I decided to be as impartial as possible while reading it. I found the usual quirkiness and overly literal humor that I have come to love so much, as well as characters that completely refuse to do anything other than conform and a Count Olaf more endearing with every page. Eventually, though, I realized I was coming to the end of The End, and I couldn't help but notice that hardly anything had been done to satisfy my curiosity."|||||||||||||
|||||||||||||
"Then came Chapter the Fourteenth. A chapter to add more confusion to the series, especially read alongside the artwork done in The Beatrice Letters. But the unexpected happened--the book ended, very little was explained, and I loved it. It didn't matter that I still had no idea what the significance of the sugar bowl was. All that mattered was that Lemony Snicket left me entirely complacent. Something about the end of The End made everything seem okay...in the end."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"|||||||||||||
1556766662-5024|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|b ledger|Amazing book !!!!!!!!!!!!=)|14-Oct-13|This is the perfect wrap up for this series. But in order to understand the book you need to read the previous books first.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews|||||
1556766666-5042|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ellis Grace Hamilton|The End By Lemony Snicket|30-Dec-12|The end is the best ending book I have ever read besides Mockingjay by Suzanne Collins. The end is kinda sad but still good.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews|||||
"1556766684-5119,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Orvokki,The best and most thought-provoking book of the series,23-Jan-11,""If you are looking for something to completely satiate your curiosity by answering every single question A Series of Unfortunate Events has raised, you are not doing this book or series justice.  Having read The End, I have come to understand some things that I believe LS is trying to convey.  The world is so full of stories, of evil, of good, and of people who are made up of all three, that to try to know all of it is impossible and not the point.  It is obvious that the Baudelaire orphans have done bad things, but most of us believe that, when all is said, they are really good people.  However, we have read 13 books which have explained that to us.  Count Olaf, on the other hand, we have believed (and maybe many people will still believe) that he is pure wickedness.  In my opinion, the third book complicates that thought immensely.  He says it himself that he, too, has lost important things in his life - """"my parents, my true love, my henchfolk, an enormous amount of money I didn't earn, even the boat with my name on it"""" (The End, 312).  And even though we laugh at the ridiculousness of what he says, and for that matter, at the ridiculousness found in all 13 books, it is sad to learn that Olaf is an orphan too and that he has perhaps experienced just as much hardship as the Baudelaires, and as everyone has."|||||||||||||
|||||||||||||
"I could describe how much I like the dark and witty humor or the storytelling, but I will just quickly say how much I was moved when I realized what the biq question mark-shaped object was that even Olaf was afraid of in the 12th book - the Great Unknown.  A.k.a. death.  Kit tells the Baudelaire orphans how the Quagmires and the Widdershins were """"either swallowed up or rescued by that mysterious thing"""" (The End, 305).  It got me thinking about the theme of death in the series, which has a constant presence.  Most of the time, it's cloaked in descriptions of horrible sadness.  Just how many orphans have been mentioned, anyway?  However, I think the Baudelaire's decision to go deal with the world and leave the island shows that death does not have to control them.  In the end, everyone will die, which is either a blessing or a curse, but in the mean time, the world will always spin and continue to add secret upon secret, and the people who live the stories will continue them."|||||||||||||
|||||||||||||
All in all| after reading this final book| I cannot help but hope for the Baudelaires and feel sympathy for characters like Olaf.  That is not to say I think he turned out to be a saint and earned his halo and wings..after all| he was very villainous.||||||||||
|||||||||||||
"I hope people manage to read the series and get to this book. The End is the most thought-provoking of the series and a satisfying culmination of the story."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"|||||||||||||
"1556766686-5128,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,eileen,Amazing!!! Love it!!!!,10-Mar-15,""I loved this book, the way Snicket tied the whole book together leaving it somewhat mysterious and extremely surprising for me. This is an amazing book and I recommend the series to everyone who enjoys mystery or who even knows how to read."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"|||||||||||||
"1556766686-5123,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Reading Rosie,Just ended The End!,6-Nov-06,""Our family just finished reading The End and loved every word.  I began last summer reading these books out loud to my 10 and 16 year old boys.  They were immediately hooked on the humor, language and mystery of Lemony Snicket as was I (their mom).  We were not let down in the least by The End.  Mr. Snicket answered most of our questions and the ones he didn't answer lead to very interesting conversations in our home.  I think the whole point was to insite conversation between parents and children.  Many good lessons can be learned from the lives of the Baudelaire children.  We especially liked how the siblings loved one another and was willing to sacrifice for each other (something we try and teach in our home).  Our vocabulary has improved, our sense of humor has become a little warped and over the past several months we have found ourselves in situations where we use a phrase from one of Mr. Snicket's books and laugh knowingly with each other, """"Man, this is Hobson's choice,"""" But that is what makes the books fun.  The hip phrase in our home right now is, """"It depends on how you look at it.""""  And is most certainly does!  Mr. Snicket you are very talented indeed.  You make language """"magic""""!  Keep it up!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"|||||||||||||
1556766690-5145|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jesper Thygesen|Not read|3-Sep-14|I hav not read this book yet but i know that this book deserves 5 stars i i also know that a girl from 10 to 15+ would seriously enjoy this book and every other of the series of unfortunate events series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews|||||
"1556766662-5023,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Diane Nauer,""So sad, but I could not stop reading"",4-Jan-14,""I chose this rating because this whole series about three charming children was so unfortunate, yet still so unexplainable of how much I loved these books."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||
"1556766684-5113,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,rubybing,It is good,14-Oct-17,""I have seen the negative posts, and I can tell you if you wish to learn more about some secrets, read Lemony Snicket's """"biography"""" Anyways I loved the series. P.S I am a kid. This is my moms kindle."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"|||||||||||||
1556766650-4975|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Sharon W.|She loved it. Couldn't find it in stores|1-Jan-16|Gift for 10 year old girl. She loved it. Couldn't find it in stores.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews|||||
1556766699-5183|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|cviola|Birthday gift|13-Jul-15|this was bought as a gift and it took 29 days from order to receipt but other than that it was a wonderful purchase to finish the young ladies collection|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews|||||
"1556766668-5056,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Raquel,Awesome!,11-Jan-07,""My daughter of 11 could not wait to get this, the last installment of the series.  The only thing wrong with it is that there are no more coming...."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"|||||||||||||
"1556766646-4959,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Elam Family,I wish there were more!,3-Dec-14,""My kid loves these books.  As a parent I have tried to instill the love of reading into my son and it has gotten easier overtime and we are reaping the benefits of the improved reading.  Sometimes it was difficult to match the content level with his advanced reading level in addition to his interest in the content itself, however these books have seemed to be a perfect storm of sorts.  He is 9 but reading at a 12th grade level and it wasn't until this series that we really saw a passion for reading show, he always liked it and did it daily but never sought it out as feverishly as he did with this series, he is sharing the story with us in addition to laughing and enjoying himself.  I highly recommend them and we now own them all."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"|||||||||||||
"1556766662-5022,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jazmine Loaiza,Wonderful series!,9-Jul-14,""This series has hooked and entertained all three of my children. My youngest, now 7, is now into the 8th book and loves every page. The only bad part...Book 13 is the last one."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||
"1556766641-4935,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kassie,An excellent book for kids,1-Jun-17,""An excellent book for kids, and teenagers.  I would even recommend this to adults if they want something fun and whimsical.  Although something to keep in mind this is the last book in a very long series, so read the first 12 books first."",5.0 out of 5 stars,,"|||||||||||||
1556766695-5164|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Alexandria Ume|A series of unfortunate events #13|2-Mar-13|Loved it it was an amazing book even though it had a lot of deaths it also had a birth and fascinating history|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews|||||
1556766643-4942|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Chinna|Great book!|16-Nov-18|My daughter loves this series of book!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews|||||
1556766695-5163|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|M. Duphiney|A Series Of Unfortunate Events Book 13 The END|11-May-07|Hello Im A sixth grader. The Series Of Unfortunate Events The End is a good book.I would recommend this book to people who like series and something good happen at the end that why its called the end.A type of person who would like this book is a person who was addicted to this book and a character you known since the begining and that person died at the end.All im saying is that this book is great But what I don't understand is that what happen to the baudelaires and the quaqmires at the end . people at any age will love this book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews|||||
"1556766675-5076,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,H. Trefethen,The Delicious Disappointment,10-Jan-10,""After I finished The End, I was so confused and confounded! This novel leaves readers with more questions and more hanging ends than before, yet hints throughout the series and throughout The End indicate that the answers COULD be there if one looks hard enough. My online searches for answers did not turn up anything more conclusive than what I had come up with, yet some readers thought that these hints point to a set of conclusions that other readers disagree with. I have to conclude that most readers can easily pick out these """"clues"""" but some of us are hesitant to jump to the conclusions that others so readily embrace. Overall, the series is delicious and enjoyable, but don't read The End expecting to tie the series up in a neat little bow, a complete and understandable package. I loved The End for the misery it caused me, for the enjoyable writing and style, but not for a feeling of smug satisfaction that all ends come together."|||||||||||||
|||||||||||||
I disagree with many readers that Snicket's Beatrice is the orphan's mother| not only for the conflict involving the time of day that they died but also because by the time Snicket wrote the novels his heartache would be at least 16 years old - much too long| I think| to be so fresh in his mind. I like to think that Snicket intentionally leaves nothing answered because there are so many directions readers can take.||||||||||
|||||||||||||
"I would not recommend the series for those who like satisfying, crunchy endings. These are written for a mature audience. I think that leaving The End unanswered ties the novel more closely to the style of the rest of the series. I will definitely re-read the series and take notes and very highly recommend The End to all Snicket readers."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||
1556766668-5052|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|John Engebretsen|A series of unfortunate events #13: the end|25-Mar-13|My daughter read this book in 6 days. She could not put the book down. She was hooked. My daughter loved it.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews|||||
"1556766688-5134,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Yair Rosenberg,Deeper and Better,19-Dec-06,""What started as a light-hearted children's series with a few cute storytelling devices involving multi-syllable words, and turned into an exercise in absurdist fiction (where logic no longer applied, questions were never answered and the plots were utterly random) has finally evolved into a poignant combination of the two - inventiveness, childlike curiousity and humor, combined with the cruel, seemingly inexplicable pains of the real world."|||||||||||||
|||||||||||||
I am astonished by all the reviewers who expressed their disappointment at this book's lack of story answers. I would think that most people would have figured out by book 11 or so that this series was not about making sense| or answering questions. That was part of its wacky appeal. Such readers seemed to have missed the author's point and underlying themes (probably the same people who were disappointed at the ending of Philip Pullman's His Dark Materials trilogy - which was the natural outgrowth of the entire saga). I myself approached this book expecting NO answers| and if a reader does this| I believe they too will be pleasantly surprised.||||||||||
|||||||||||||
"The End"""" not only contains a coherent plot, with a beginning, middle and end (something recent books in the series have lacked), it contains many clever allegories woven into the narrative (including """"taking the apple from the serpent to gain a not-necessarily desirable life""""), and several surprisingly adult medidations on philosophical issues."|||||||||||||
|||||||||||||
"I can only suppose that reviewers who felt the book lacked merit completely missed these bits of brilliance, and, by doing so, missed Daniel Handler's (aka Lemony Snicket) point in his story of the Baudelaire orphans and their trevails: that the world does not always make sense, that the choice between good and evil is not so clear, and that our choices often have consequences we did not intend, but ones which we must nonetheless live with. But we face this world, """"The End"""" tells us, because then and only then can we make it a better place. Depression, denial and running away are not options - they are excuses - which the orphans nevers use, despite every reason to. Kudos to Handler for placing these important truths in a a children's work."|||||||||||||
|||||||||||||
"And the book STILL managed to throw in many laugh-out-loud lines (e.g., at one point, when the orphans are skimming a book for vital information, the narrator remarks that when one does skim a book, one tends to get a rather garbled impression of its contents, particularly since some authors like to throw in random sentences to throw off and confuse skimmers. The next sentence in the book, smack-in-the-middle of a life-and-death situation, is """"Three very short men carried off a large door, painted to resemble a large living room"""", after which, without missing a beat, the story continues. Genius.)."|||||||||||||
|||||||||||||
"Don't buy this book expecting answers - that's like buying Kant expecting something like The Da Vinci Code - instead, buy it expecting laughs, ideas, and maybe a few tears, and you won't be disappointed."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews"|||||||||||||
1556766655-4996|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|L. Burroughs|Cute Series|4-Feb-13|This is a cute book series for my teen daughter.  She's really enjoyed reading all of them.  We're ordering them all.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||
"1556766655-4992,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,123456789,Best Lemony Snicket book,21-Mar-14,""This is the best """"A Series of Unfortunate Events"""" book. Violet, Klaus, and Sunny are so grown up. My friend cried at the end, and so did I. I recommend this book after you read the first 12 books. I read this book in 2 days because I wanted to see what happened. The best Lemony Snicket book I have read. 5 stars"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews"|||||||||||||
1556766666-5045|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|MOOSUK KIM|Five Stars|4-Sep-14|Good !|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews|||||
"1556766675-5074,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Josh Mauthe,""A gutsy ending that angered a lot of people, but if you can embrace the mystery, you'll love it"",21-Jul-14,""I don't really blame people for being angry at The End. Here's a final volume of a 13-book series that's full of mysteries, conspiracies, unanswered questions, and unknown fates...and it gives us almost no answers at all, instead leaving both us and the characters to live with the questions and try to make their own lives beyond the boundaries of this series. It's a bold move, but it's in keeping with the rest of Lemony Snicket's Series of Unfortunate Events, which has always been less interested in its plot and more interested in turning its simple story into something more profound and complex than you expected. By the end of the final volume, villains get a chance at redemption, heroes fall pitifully, leaders fail their people, and the book becomes more and more fascinatingly symbolic, becoming - in some ways - a meditation on death and the unknowns in each of our lives. That's heady stuff for just about any book, much less a children's book series, but it's part of what made me love the Snicket books so much, and part of what I love as an English teacher about the set - what better way to introduce children to complex concepts and postmodern literature that comments on itself, experiments with its form, and shatters its fourth wall so many times that it becomes non-existent. But as much as I love a lot about The End, I can't deny that the main story of the book - which involves an island community - is an odd one that feels a bit like filler or an afterthought, disconnected from the rest of the series and essentially a bit disconnected even from some of the themes and ideas at work throughout the rest of the book. Still, I love The End - I love how odd it is, and how much Snicket is willing to risk angering people to deliver the ending that the series deserves, one that embraces the mystery at its core rather than unraveling it. And it does it all while still being funny, gleefully odd, wonderfully complicated, and surprisingly emotionally moving. A good ending to a great series, and one whose gutsiness elevates the series as a whole to something more than the sum of its parts."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||
1556766657-5006|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Diane Vaughn|Five Stars|21-Apr-17|As expected|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews|||||
"1556766684-5115,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Daniel Fergus Tamulonis,""What else? At last, 'The End'"",22-Oct-06,""My 11 year old son and I just finished 'The End.' I had been reading it to him over the past few days since its publication and he would occasionally take it to bed with him, unable to wait until the next evening's reading. I, of course, had finished it days before, at least as eager as he to find out what happened."|||||||||||||
|||||||||||||
It is not at all what was to be expected. 'The End' is as different from 'The Bad Beginning' and the others which followed as can rightly be expected from the likes of Lemony Snicket.|||||||||||||
|||||||||||||
If you are looking to have the answers to any of the riotous puzzles posed in the earlier volumes| be discouraged| be very discouraged. If you are looking to hear from or even hear of earlier characters| be very| very discouraged.|||||||||
|||||||||||||
"My son's comment this evening, unable to stop after beginning Chapter Twelve, was, """"Oh, Daddy, it is so sad,"""" which echoed my feelings exactly. The Baudelaire Orphans have had to grow up so quickly and have given up so much in the process. Doubtless Mr. Snicket would have a good laugh at any idea that his 13 volume joke could be taken seriously, or worse, evoke feelings of empathy for his outrageous characters and situations, but at least for me and my son, that is exactly what happened. We lived the Baudelaire's lives and ultimately reaped the very bittersweet rewards that they did."|||||||||||||
|||||||||||||
'A Series of Unfortunate Events' achieves nothing less than the exact opposite of what its author (perhaps) set out to do. A literary joke that gradually evolves into a minor masterpiece of dark humor and a subtle - and sometimes not-so-subtle - investigation of the human heart.|||||||||||||
|||||||||||||
Snicket's wordplay and encyclopedic knowlege of many things| continue unabated in this latest and last volume of the series. His names and jokes on literary names connected to islands (Caliban| Pitcairn| Bligh| etc.) alone will keep my son and I busy for a long time. We both agreed that we cannot wait to begin the series all over again. Indeed| I have a head start| having just begun 'A Bad Beginning' with my six year old daughter ...|||||||
|||||||||||||
