web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||
"1556764757-1623,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Michael S. Kraus,The Orphans Must Outsmart the Evil Count Olaf Once Again,20-Feb-17,""Mr. Poe is responsible for maintaining the Baudelaire fortune.  He is also tasked with finding a suitable guardian for the orphans.  So far, in the series, he has not done very well at this."||||||||||
||||||||||
This time Mr. Poe has selected Aunt Josephine to be the orphans' guardian.  She might not be the best choice.  She is phobic about almost everything in her environment.  But| she is very good at grammar.  Both of these facts are important to this story.|||||||||
||||||||||
The orphans are doomed to have an unhappy visit with Aunt Josephine.||||||||||
||||||||||
The evil Count Olaf appears.  This time in the guise of Captain Sham.||||||||||
||||||||||
And| the orphans must prove to Mr. Poe that Captain Sham is Count Olaf.|||||||||
||||||||||
"For me, this was an enjoyable yet unhappy episode."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||
1556764746-1568|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kalil|Ahh|11-Jan-15|I love it. I almost bust out in tears at the end to hear what happened to the children. I read book one and two now reading book three makes me feel great. Now its time for me to read book 4.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews||
"1556764757-1622,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,ProudPolynesianGurl,An enjoyably quirky tale,21-Jun-17,""This is an amusing and interesting book that kept me curious till the very end.  Lemony Snicket’s tale of quirky misfortunes and schemes are entertainingly suspenseful and funny.  This story has descriptive language that easily allows the imagination to visualize it, exciting adventures and some important life lessons.  In the end, it’s about not giving up, no matter how grim the circumstances."||||||||||
||||||||||
The Wide Window is the third book in the Series of Unfortunate Events by Lemony Snicket.  In this book| the Baudelaire children| Violet| Klaus and Sunny| are moving in with their new guardian| Aunt Josephine| whose house is on the edge of a cliff above Lake Lachrymose. Aunt Josephine is a person crippled by her numerous fears from doorknobs to realtors.  Her only remaining love is grammar and she continually corrects the children. The children begin to settle in and feel safe in their new home.  However| these are the unlucky Baudelarie orphans and soon their misfortunes begin when their greatest enemy| Count Olaf| shows up disguised as a sailor. Soon| Aunt Josephine disappears and is feared dead.  It is now up to the children to try to stop Count Olaf's plan before they are delivered into his clutches once more.
||||||||||
The descriptive language throughout this story| easily allows the imagination to visualize it.  When the children first arrive at the house of Aunt Josephine| they get a perfect view of the town of Lake Lachrymose.  On page 10| “the taxi…arrived at the scraggly top of a tall| tall hill and the children could see the town far| far below them| the cobblestone road curling around the buildings like a tiny gray snake| and the small square of Damocles Dock with specks of people bustling around it…and the inky blob of Lake Lachrymose| huge and dark as if a monster were standing over the three orphans| casting a giant shadow below them”.  The language used allows the reader to play the scenes in their head and picture it playing out.|
||||||||||
The adventures of the children are exciting and nail biting.  As they search for clues in the note that Aunt Josephine left for them| the storm is raging on and the Aunt Josephine’s house is no longer safe.  On page 124| “Aunt Josephine’s bedroom looked out onto the hill and the orphans could see one of the spidery metal stilts that kept Aunt Josephine’s house from falling into the lake.  But they could also see that this stilt had been badly damaged by the storm…a large black burn mark by lightning and the wind had bent the stilt into an uneasy curve”.  As the children scramble to escape from the house| on page 125| “the house gave another lurch and the children toppled to the floor again. Aunt Josephine’s house was starting to slip off the hill”.  It is these adventures that captivate the reader to keep turning the pages till the very end.||||||
||||||||||
Finally| this story reminds readers of important lessons of determination and the value of family.  Beginning on page 132| the children are determined to find a sail boat so they can sail to Curdled Cave| in the middle of a hurricane| to find Aunt Josephine.  The ferry is closed due to the storm| but the children find another option; stealing a sail boat from Count Olaf and his wicked comrades.  The lesson is persistence in the face of difficulty| in order to accomplish the goal.  The fact that the Baudelaire children lost their parents| reminds us that to value the family we have and embrace each other no matter what.|||
||||||||||
"Through this all, the Baudelaire children did not give up when circumstances were against them.  We learn to persevere in the struggle and not let fear paralyze us.  I give this book a 5 out of 5, a must read!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||
1556764744-1565|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|bitiyah asalifew|Amazing book|18-Jan-14|I love this book my friends told me I should read the series and I checked them out from my school library I finished them in one night after that I bought the next books on my kindle I think this is one of the best so far you should really read it.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||
1556764753-1602|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mya Traylor|Outstanding|28-Feb-13|Great this book was  even better than the second book in which was  amazing as well lemony snicket is a genius|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews||
1556764750-1590|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Sunshine|Great!|6-Mar-15|This book was as great as the first. It was equally suspending and interesting as the last two. Worth the read!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews||
"1556764759-1635,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,""R, your friendly neighborhood reviewer"",Another good one!,16-Sep-04,""This is the book that turned me on to the SoUE series.  Since my local library didn't have the first two and I was desperate for a good series I read this one first.  And surprise! I loved it and feel in love with those persevering siblings.  Violet, with her thinking ribbon and Klaus and Sunny with their creative minds put together this unstopable force.  Bring it on Olaf!!"||||||||||
||||||||||
"  The Baudelaire orphans are once again in a new home with a relative even as strange as the last two( I said strange, not evil).  Aunt Josephine.  The name gives me shivers.  But not because of the way she treated our poor antagonists, but because of the warmthless time they spent with her on her house near the lake.  The orphans gaurdian also fears many things. For example, anything electrical or the lake, which is home to the Lachrymose leeches that killed her husband.  Since Josephine is scared of anything she only makes a boring pea soup for food.  As you may have guessed, Count Olaf has to come into the story sometime.  He is Captain Sham, the average one-eyed, rough talking sailor that our Josephine may have made a love connection with.  Come on, she was head over heels in love, right?"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||
"1556764770-1680,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Stephanie,Yet another Great Story from Mr. Snicket.,19-Nov-04,""In this book, as with the second book, we don't really get any new information about the Baudelaire orphans or Count Olaf. There is just a new situation and one new character, Aunt Josephine, who has a fear of everything! Even thought there is nothing really new about this story, it's still a fun and entertaining read, and I am still going to continue on with the series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"||||||||||
1556764741-1554|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|energy101|Five Stars|6-Apr-15|Great reading for all ages.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||
"1556764730-1497,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Christina L. Schauffel,English 341 Review,29-Apr-14,""The Wide Window by Lemony Snicket was a wonderful novel. The vocabulary that the author uses can be uncommon, which allows for deeper thinking by students. Many students are familiar with the way in which an author writes a story. This author is able to change things up and require the reader to think more critically. Throughout the book the author uses exemplary imagery in order to portray his views. Snicket focuses on creating an image for the reader. This is useful for students that are mastering the metacognitive skill of image making. The reader is also given the opportunity to use the questioner meta cognitive skill throughout the novel. Snicket provides several thought provoking questions in his writing which helps students begin this process. As a future teacher this series is a useful resource to use. The many features that promote metacognitive learning techniques are what make this novel great."",5.0 out of 5 stars,,"||||||||||
1556764735-1521|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Nisreen Rabie|It talks about the Baudelaire children in their unfortunate lives|4-Jul-18|Because this book is very interesting and spectacular.It has many different kinds of details and each one was amazing in its own way.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||
"1556764770-1678,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,L. Ellis,I love Lemony Snicket,1-Jul-01,""This book is fabulous! The woeful lives of the Baudelaire orphans worsens when Mr.Poe, the man in charge of finding their guardians, puts them in the household of their Aunt Joshephine, who really isn't their aunt, but she is a distant relative. Their Aunt Joshephine is so paranoid, she will not touch the doorknob, turn on the stove, or step on the welcome mat. She is also fanatical about grammer. She never makes any gramatical mistake. Evil Count Olaf, who wants their enornmous fortune, is disgused as a sailboat seller . When Aunt Joshephine """"disapears"""", they are put almost put into the care of Count Olaf. Egad, what am I saying! I am revealing the plot. Just buy this book. It is a bit pricey, but it is well worth it!!!  It is witty and humorous. I also own  the 1st, 2nd, 4th, 5th, 6th, and 7th. I eagerly await the 8th book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"||||||||||
1556764753-1603|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Samia Tubby|The best book of the series|1-Aug-13|Awesome book I will read every one of these books the cool part is that Klaus cracks a code and it shows that aunt Josephine is in a cave|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews||
"1556764762-1642,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,""So Far, So Unfortunate"",13-Jan-05,""The third book in Lemony Snicket's A Series of Unfortunate Events, THE WIDE WINDOW, is definitely much darker than its two predecessors.  This time the three orphans are taken by the well-meaning but absent-minded Mr. Poe to live with their eccentric Aunt Josephine, who happens to be afraid of everything from hot soup to bad grammar, from radiators to realtors.  In fact, she seems to be afraid of everything except her house which hangs dangerously over a cliff and the other newcomer to the island, Captain Sham who bears a striking resemblance to...well, I don't want to give too much away."||||||||||
||||||||||
Lemony Snicket (aka Daniel Handler) excels in this third book in terms of his use of clever humor and dry wit to twist and turn the plot.  The reader is also exposed to the darker sides of Count Olaf.||||||||||
||||||||||
"Overall, this is a great addition to the series, and with ten books to go, it does well in keeping the reader interested in the series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||
1556764770-1684|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Crazy cat lady|great read|22-Jan-17|I really liked this book so good. Loved the movie book was just as good.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews||
"1556764750-1587,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Paula,Very interesting book,13-Sep-13,""IT MAY BE SAD, BUT IT IS A GREAT BOOK IF U CAN HANDLE A WHOLE LOT OF UNFORTUNATE EVENTS 5start great book but at the end it shows a pic dat lemony wrote(lettter) must have been long ago i wan  to read more"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||
1556764730-1501|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Cody Bawden|Great and depressing|7-Mar-19|These books are all right. Ironic at best but very enjoyable. Me and my kids read them and then go watch the episodes on Netflix.|5.0 out of 5 stars||||
1556764755-1613|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|April Ritter|Awesome|15-Jan-13|The best book I read so far! I love Lemony Snicket! And the Series of Unfortunate Events! The best books|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||
"1556764773-1687,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Chuck,Great book,9-May-18,""I loved it when all the children work tough there and solve all there problems,or most of them. I also like how they love each other even though it’s hard to do."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"||||||||||
"1556764757-1625,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,J. Butler,Great Read,14-Jul-15,""Ah, time for a new relative to stay with after the last book. Aunt Josephine is the new care taker in the volume. She lives on a cliff about a lake, and she is terrified of just about everything after her husband died. Mr. Poe is more useless than ever in this book. There is a bit more mystery involved with the disappearance of Aunt Josephine and a suicide note she leaves."||||||||||
||||||||||
Count Olaf is in disguise again to get the children's money and even has one of his theatre troupe members there to help with the job. I liked this one best because the children worked hard to their own strengths to get what they needed. Even Sunny was able to help them despite being a baby.||||||||||
||||||||||
"I wish the book made it more obvious what happened to Aunt Josephine at the end. It leaves it too ambiguous for me."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||
1556764779-1719|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|cviola|Birthday gift|9-Mar-15|Purchased for my niece for her book collection. She loves these books.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews||
1556764744-1559|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amy Malatak|Amazing|16-Jan-14|I liked the end. They were right. If they didn't find the mistakes and keys they never would've found themselves away from Count Olaf|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||
1556764757-1619|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|kkcuggkcjbsfkjdbkfvskkwdjvfkn bc hdgdh bc gychfhfxhcyfxyfxhvhgcytfyrhd when jgvxjgxv|this was a very good book i love these books|17-Apr-13|i have the whole series. I hate to read but these are so interesting. I love these they help with ar too.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews||
"1556764762-1637,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,Tragedy and misfortune show up everywhere the orphans are.,12-May-01,""This is the most tragic book I have read in Lemony Snicket's hilarious A Series Of Unfortunate Events books. The third book, The Wide Window, is probably the most miserable tale of all for the three Baudelaire orphans, and misfortunate just can't stay away from them. When Violet, Klaus, and Sunny are sent to stay with kind old Aunt Josephine in a most unusual house overlooking a hill towering over the watery depths of Lake Lachrymose, home of the venomous Lachrymose Leeches. They don't want to ever encounter their greedy uncle Count Olaf ever again, who has tried to steal their fortune and will never stop until he has it. Just when things look more then unpleasant, their Aunt Josephine mysteriously vanishes into the lake, and the Baudelaires know their poor aunt is a victime of suicide. But the conspiracy that lurks this time for them will be more then sneaky, and now the Baudelaires will have to dodge the greedy hands of a sinister villain once again. This is perhaps the most miserable story in the hilarious series that keeps getting more and more miserable. The author knows perfectly how to make a hysterical but dreadful tale, with a chain of events that will be sure to entertain."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||
1556764741-1553|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Janice|Wow|16-Apr-19|Very good read|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||
1556764755-1614|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|sukhwant singh|Five Stars|26-Oct-14|awesome book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||
1556764746-1570|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Goldengirl|Loved this one even more !#awesome|27-Nov-14|This one was great and was packed with adventire! I'm sorry if I make a grammar mistake ! LOL? I really had a mor awesomer time reading it than you!$$$$|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews||
"1556764768-1670,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Rachel Berman,Great!,1-Jan-07,""This was a great book!"||||||||||
||||||||||
"The three kids go to another guardian: Aunt Josephine. She's a good guardian, but somewhat fickle. She's obsessed with grammar and corrects the kids at every moment. She's afriad of everything that is really ridiculous which doesn't make sense because of where she lives. Her house is on the edge of a cliff that overlooks a huge lake that's big enough to have hurricanes. Her house is only attached to the cliff by a few boards. Of course, Count Olaf comes and makes things awful in one of his unconvincing disguises..."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews"||||||||||
"1556764764-1654,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ginger,""With a name like Lemony Snicket, how could this book be bad?"",31-Dec-00,""Hooray for the Series of Unfortunate Events! This is definitely one of my favorite series (if not my favorite). I love the funny ways the author words his sentences, makes fun of adults, and breaks almost every rule in the """"Good Writing Tips"""" section of my grammar book. In this third book, the three unfortunate orphans are visiting their Aunt Josephine, who is afraid of everything, especially realtors. But, of course, evil Count Olaf (Boo! Hiss!) catches up with them, and Violet, Klaus, and Sunny Baudelaire have to thwart his next plan to get their fortune. But the main question is, will Aunt Josephine survive the ordeal? Or will she discover the same fate as Uncle Monty in the previous book?"||||||||||
"I didn't think this book was as good as the first two, but I still love it, think it's great, and give it five stars. Hopefully, you will too, and if you do, some other books similar to """"The Wide Window"""" are """"Matilda"""" by Roald Dahl, """"The Twin in the Tavern"""" by Barbara Brooks Wallace, and """"Half Magic"""" by Edward Eager."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"||||||||||
1556764739-1545|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|ian|Wide Window|29-Jan-14|This book was given as a gift to a grand daughter who enjoys this writer's series of Unfortunate Events immensely.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews||
"1556764759-1633,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Dana Y. Bowles,THIRD IN A SUPER FUN SERIES!!!,7-Dec-04,""In this the latest misfortune to befall the Baudelaire orphans, Mr. Poe takes them to their latest guardian--their Aunt Josephine--who is the widow of an uncle many times removed.  Although their aunt is by no means cruel--at least intentionally--she does have a bizarre obsession with being grammatically correct at all times, and is consumed with unnatural phobias (realtors send her into a terror!).  All meals are cold (for Aunt Josephine is dreadfully afraid of the stove) and the phone seldom rings (and if it did she could not possibly answer it for fear of electrocution).  But move into her bizarre house that clings to the side of a cliff they do.  For a short time the lives of the children are relatively uneventful; but it doesn't take long at all for that terrible nemesis Count Olaf to resurface.  This time he is disguised as Captain Sham, who owns a sailboat rental business.  He flatters his way into the widow Josephine's life, and hence that of the children."||||||||||
||||||||||
"In this terrible, frightful tale the children survive the """"death"""" of Aunt Josephine, the fury of a hurricane, and the incredibly frustated leeches of Lake Lachrymose.  Snicket fans everywhere will look forward to seeing what incredibly bad luck will befall the youngsters next........"||||||||||
||||||||||
"DYB"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||
