web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||||||
When the Baudelaires return to the submarine| the Captain and crew have mysteriously disappeared.||||||||||||||||
|||||||||||||||||
But| who is on the submarine?  Count Olaf of course.  Along with Esme| Carmelita| the man with hooks| and the rest of Olaf's henchpersons.|||||||||||||
|||||||||||||||||
Now| the Baudelaires must find a way to escape the Count's clutches.||||||||||||||||
|||||||||||||||||
While working on their escape plans| the orphans decipher a VFD code.  This code gives them a plan for where to should go when they escape.||||||||||||||||
|||||||||||||||||
When they arrive at their destination| they discover Mr. Poe waiting for them.||||||||||||||||
Do the Baudelaires passively go along with Mr. Poe| and continue the cycle?||||||||||||||||
Or| do they make a proactive decision to break the cycle?||||||||||||||||
|||||||||||||||||
This book has an interesting ending.  Only two more books to go.|||||||||||||||||
|||||||||||||||||
"Is there a chance for a happy conclusion?"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"|||||||||||||||||
1556766315-4620|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Golfer Dave|Five Stars|14-Sep-15|Arrived in great time for my class library.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews|||||||||
"1556766344-4750,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jauques Peril,The Grim Grotto,10-Nov-04,""This book tells the unfortunate eleventh story of the Baudelaire orphans. Unless you would like to find yourself in a box under your bed, weeping like mad and pounding your fists, I suggest you drop this book into the nearest well and run for your life."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"|||||||||||||||||
"1556766322-4653,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,holly snow,thank you,14-Apr-14,""i love it and will tell all about how good your severs was"|||||||||||||||||
thanks so much|||||||||||||||||
"have the best day ever"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"|||||||||||||||||
1556766315-4619|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ellen M Weisberg|Five Stars|7-Dec-15|Great item as described! Shipped fast and with care! Highly recommended seller!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews|||||||||
1556766311-4601|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|no reservations for kids|18-Aug-15|Wonderful series.  Our son loved it.  They made a reader out of him.  He couldn't put it down.  Parents can feel assured that there's no questionable content.|5.0 out of 5 stars|||||||||||
"1556766326-4674,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Rocky Sunico,You Can Feel End Game Approaching,16-Jul-18,""The Grim Grotto is the 11th book in the Lemony Snicket book series, A Series of Unfortunate Events. As there are 13 books in the series, the end isn't too far off now."|||||||||||||||||
|||||||||||||||||
The story begins with the Baudelaires drifting down the river after being separated by Quigley Quagmire| the third Quagmire sibling that had turned out to be alive in the last book. They somehow stumble across the Queequeg| a submarine under the command of Captain Widdershins whose motto is all about never hesitating to act. This makes him seem a bit reckless save for the rational presence of his stepdaughter Fiona that helps keep him in line. In contrast she's an aspiring mycologist| which means someone who studies mushrooms and other fungi. And they have been searching the area for a sugar bowl that for some reason is very important.||||||||||||||
|||||||||||||||||
They work together to figure out where the sugar bowl might have drifted to after a Volunteer had supposedly saved it from the other group fromed from the V.F.D. schism. And this other group apparently involves Count Olaf| who continues to keep an eye out for them as he advances his other plans. But finding the sugar bowl is but one quest among many others as they try to avoid detection by Count Olaf and find out more about the once might V.F.D.||||||||||||||||
|||||||||||||||||
What I Liked: The last book really established a lot of new information about the secretive organization of V.F.D. And now it seems that almost everything has become related to the orgsanization and the bitter schism that had split the group in two. And that ads an interesting flavor to things as even the submarines and ocean facilities they use all represent this or that part of the organization's assets before.|||||||||||||||||
|||||||||||||||||
I am also appreciating the steady progression of the Baudelaires to be more than just orphan kids on the run to perhaps becoming the newest recruits for V.F.D. even without formal training or being properly introduced into the group. It's a little thing but the implications in the long term make things more interesting and really have the children examining what is truly important to them and what their principles are shaping out to be.|||||||||||||||||
|||||||||||||||||
And so many other twists in this book!|||||||||||||||||
|||||||||||||||||
What Could Have Been Better: The character of Captain Widdershins is a very unnusual one and while his dedication to his motto is an initially amusing quirk| it all gets old pretty quickly. It's sort of a small blessing that he's only really active in the beginning of the book| but that doesn't quite explain why he really drops off the radar later on. It all felt like a weird narrative dead end.|||||||||||||||
|||||||||||||||||
The sugar bowl remains to be a rather unfuriating McGuffin that has practically come out of nowhere to be a majorly important element of this story. I wish we had more information about it and better understood why it was so important to find it but we don't get to question and we just go on trying. I think this could have been a little better managed| but that may just be me.||||||||||||||||
|||||||||||||||||
"TL;DR: The Grim Grotto is a pretty intense book with the Baudelaire children really needing to step up. But they're not just running away this time - perhaps they are getting close to standing a real chance of fighting back."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"|||||||||||||||||
1556766317-4627|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mt|Should get all series to read|3-Mar-15|Great for paren / kid reading and discussion|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews|||||||||
"1556766333-4704,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,""Mintos """"The College Years"""""",Grim Grotto is Greatly Gratifying,25-Oct-04,""""""Book the Eleventh"""" in """"A Series of Unfortunate Events"""" by Lemony Snicket is all wet and dripping with further dismal tales of the lives of the Baudelaire orphans.  Of course, in the usual Lemony Snicket fashion, the sad tales are told in such a funny way that the book becomes hilarious instead of being depressing like he claims it is supposed to be.  """"Grim Grotto"""" is the longest book in the series, but if readers can get past the dreary descriptions of the water cycle - meant to lull them into a catatonic state so they won't continue reading the depressing tale - they will be greatly rewarded."|||||||||||||||||
|||||||||||||||||
"The story picks up with Violet, Sunny, and Klaus rushing down the Stricken Stream in a toboggan, just where we left them at the end of Book the Tenth.  But the orphans escape peril for the moment when they are saved by a submarine called the Queequeg. """"The submarine Q with its crew of two,"""" is manned by Captain Widdershins, a colorful character who ends all of his sentences with a resounding """"Aye,"""" and his stepdaughter, Fiona, a bright young teenager with an over-zealous interest in fungus."|||||||||||||||||
|||||||||||||||||
This new installment of the unfortunate events of the Baudelaire children includes a number of underwater adventures including a run-in with that ever-present villain| Captain Olaf| and his band of miscreants| a trip to an underwater cave| a budding romance| and the reemergence of characters that were long gone.  It's an exciting tale that will definitely attract the loyal followers of the series.  However| Snicket (who is really writer Daniel Handler) also includes flashbacks that will help those readers who have not been so faithful in keeping up with every volume.|||||||||||
|||||||||||||||||
"The """"Grim Grotto"""" is definitely gratifying to those who have been waiting to know what happens next in the Baudelaire's.  However, if they can get through all the warnings not to finish the book, they will be no closer to discovering the mystery of V.F.D or the sugar bowl then they were before.  This inability of """"Book the Eleventh"""" to answer any questions formed by previous volumes leads to questions about whether or not all the loose ends will be able to be tied up in the remaining two books of the series."|||||||||||||||||
|||||||||||||||||
"But however grim the """"Grim Grotto"""" proclaims to be, the subtle humor will prevent anyone's spirit from being dampened."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"|||||||||||||||||
1556766324-4663|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lauren Gilbert|Five Stars|17-Sep-14|It was a very nice book for a low price.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||||||
"1556766340-4732,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Cory D. Shaw,Looking Forward To This One,28-Aug-04,""I've read all 11 available books in this series. These books are brilliantly written for children and adults alike. If you're a parent looking for something for your children to enjoy without the worry of inappropriate content, this is a book for you. The hero and heroines of these stories (The Baudelaire Siblings) are intelligent, problem-solving kids who face difficult situations with level heads and loyal hearts."|||||||||||||||||
" Likewise, if you're an avid children's literature fan like myself, you'll enjoy Lemony Snicket's delightful use of intellectual wordplay. You can be sure it is one of my favorites and hopefully it will be one of yours as well."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"|||||||||||||||||
1556766346-4759|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Scatti|Wonderful!|16-Apr-05|I was delighted to read this wonderful new installment in these unfortunate books. And what an ending! I can't wait for #12!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews|||||||||
"1556766335-4711,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Cumulonimbus Harpe,Suprisingly Super,5-Aug-05,""The Grim Grotto picks up where the tenth book left off. The Baudelaires are floating down Stricken stream on the toboggan when a periscope suddenly comes out of the water. The Baudelaires are unsure whether the people inside the sub-marine are people they should trust. On this adventure the Baudelaires encounter deadly mushrooms, tap-dancing, a message from a lost friend, betrayal, and a dark undersea cave. At the end of this book, readers will find themselves even more frusturated than they did at the end of the previous two. Now we eagerly await book twelve, and the title still remains unknown"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"|||||||||||||||||
1556766322-4648|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Tara Gatscher|Five Stars|19-Apr-16|Great book series|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews|||||||||
1556766324-4656|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ed|Five Stars|9-Jan-15|Made Christmas- nice work!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews|||||||||
1556766315-4618|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|fak u broteem|Five Stars|20-Sep-16|Ok|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews|||||||||
"1556766333-4702,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Grandfather K,THIS BOOK IS AWESOME !,22-Mar-17,""this book is one of my favourites . I definitely recomend it . This book is very entertaining and is one of the best Lemony Snicket books writen."|||||||||||||||||
|||||||||||||||||
"In this book Violet,  Klaus, and Sunny are searching for the sugar bowl. Later in the book they figure out there is a poisonous mushroom in the grotto where the sugar bowl is. Then all the sudden Sunny gets sick , and they realize someone planted a mushroom in her helmet to try to kill her. In this book they're running up against time, trying to find the cure before she dies."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"|||||||||||||||||
"1556766333-4700,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jason R. Adams,Villians Fuel Distress,24-Sep-04,""A Series of Unfortunate Events is a wildly inventive series that pushes readers into uncharted waters."|||||||||||||||||
|||||||||||||||||
"The Grim Grotto picks up excatly where The Slipery Slope left off, with the Baudelaire orphans in hot water, a phrase which here means sliding down the side of a mountain on a toboggan at an excessively high rate of speed.  They meet up with a lousy submarine whose captian says """"Aye!' a lot.  Next, they..."|||||||||||||||||
|||||||||||||||||
Oh| wait.  I'm sorry.  This is supposed to be a review| not a summary.  Excuse me.|||||||||||||||
|||||||||||||||||
"A Series of Unfortunate Events is the best American book series going right now, bar none (the implication being that I am familiar with quite a few, but not all, of the most important current American book series).  These are not childern's books, they are simply books, like White Fang and Tom Sawyer, that can be enjoyed by thinking people of all ages (trust me, even pre-literate infants find these books """"tasty"""").  Mr. Handler, the anonymous author, has a style that is unique and delightful.  He doesn't assume, as many authors do (see Dan Brown), that the reader is totally stupid.  He expects more."|||||||||||||||||
|||||||||||||||||
The criticisms by other reviewers of Widdershins and Olaf are not shared by this reader.  Olaf's evolution is placed in direct comparison to the evolution of Violet| Klaus and Sunny.  The changes to each character are direct reactions to the events that have unfolded thus far.||||||||||||||||
|||||||||||||||||
"Read the book (indeed the entire series) with your thinking cap on because there is a lot to absorb.  And don't forget to laugh.  It is, after all, a comedy."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"|||||||||||||||||
"1556766335-4710,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Haley R.,A Terrifically Terrible Tale (A Child's Review),26-Sep-04,""The Grim Grotto, book the 11th in Lemony Snicket's intriging series, is one of the best books so far! The book continues the exquisite story of the three Baudelaire orphans, and the mysteries of their unfortunate lives begin to unfold. From submarines and mushrooms,an octopus and a rancid recitle, and a very familiar villain, this book is by far the greatest of the series. Also one will discoever more about the illusive VFD organization and some of its members. Follow along, and be captured by Lemony Snicket's unique writing abillity, that not only fills children (and Adults alike) with suspense and laughter, but also enhances their vocabulary."|||||||||||||||||
|||||||||||||||||
"  ----REMEMBER, one will only get the best of Lemony Snicket's work if he/she read the series in exact order! NO SKIPPING, or jumping ahead, a phrase which here either means to litterally jump forward a few feet or advancing to the next book before finishing the other.----"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"|||||||||||||||||
"1556766317-4631,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kindle Customer,awesome,24-May-18,""Awesome book!"|||||||||||||||||
 On to the 12th book!|||||||||||||||||
"Series of Unfortunate Events is one of the best series O have ever read"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews"|||||||||||||||||
1556766344-4746|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|lightingstrike|Awesome ending|29-Dec-14|This was such a cool book with a mysterious ending.  What happens now ? They just met a super important person.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews|||||||||
"1556766346-4756,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Krissy,So Good!!,24-Sep-04,""I am such a fan of Lemony Snicket! He's a very charming writer, and  The Grim Grotto lives up to the standards of books 1-10. I bought it the night it came out, and finished it in a couple of hours, I just never put it down."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"|||||||||||||||||
1556766337-4725|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|blueblues|na|12-Aug-16|books are good|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews|||||||||
"1556766337-4723,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mamma in California,the question mark...,1-Jan-13,""in lemony snickets""""who could that be at this hour"""" it says that the bombanating beast is in the shape of a question mark when swimng. it is huge"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"|||||||||||||||||
1556766317-4626|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|nicholas|Quality|2-Dec-18|Used but good quality|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews|||||||||
"1556766331-4695,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Vikki Y,Mystery Reveals,9-Nov-04,""I have finished reading this book during the week it was released, because you know, high school is like, a busy place, so anyway, I wanted to review this book for a long time but didn't seem to have time."|||||||||||||||||
|||||||||||||||||
"The """"Grim Grotto"""" of the Series of Unfortunate Events is the best book yet; the mysteries about the lives of the Baudlaries reveals more secrets that shadows their past. The Baudlaries went into a adventure """"deep in the water"""" finding the object that beholds the secrets of V.F.D., but only found that their luck has not come yet. Did Count Olaf got the object before the Baudlaries and takes over the headquarters or did the mysterious member of the V.F.D. got it first? Oh man, lots of mysteries!!!"|||||||||||||||||
|||||||||||||||||
This series gets more interesting with the author's hillarious sense of humor. That's why Lemony Snicket has become one of the fave authors. Really| you have gotta read this book!||||||||||||||||
|||||||||||||||||
"Hope the movie is going to be as good as the books, unlike Harry Potter, which is like a disappointment."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"|||||||||||||||||
"1556766342-4737,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Bobby Tompson,Found By Accident,30-Dec-04,""I had never heard of Lemony Snicket until recently.  I did a search for my favorite book called The Lost Treasure of Grandpa Jingle-Wingle and found out that people who bought that book also bought books by Lemony Snicket.  I figued that anyone who likes The Lost Treasure of Grandpa Jingle-Wingle must have a similar taste in books as me.  So I took the risk and bought The Grim Grotto, and now I am hooked."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||||||
"1556766340-4735,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Megan Twain,Heepa heepa ho! Better than #3! TORT TORT! CHACHA!,4-Aug-05,""Laughing with glee! LOVE THIS BOOK! ABSOLUTELY THE BEST YET! The water cycle, err...ummm...hahahaha!!! LOL! Heeppaahohochahhahahahmmmm! SO FUNNY, CAN'T BREATHE. Don't listen to anyone else, this is absolutely the BEST installment yet. But I don't think I'll be happy until the last one comes out. ABSOLUTELY THE BEST! ADD IT TO YOUR COLLECTION, IT'S A TREASURE! SNICKET, I LOVE YOU!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"|||||||||||||||||
1556766326-4667|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Nancy Cinti|Five Stars|3-Feb-15|She loved it|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews|||||||||
1556766315-4623|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Anthony26|Five Stars|16-Mar-16|good book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews|||||||||
1556766344-4753|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|J.L.McCorkle|These Books Are Great!|15-Sep-05|These books are wonderful! My son and I have both read all the books and can't wait for the 12th to come. The adventures of the Baudelaires and not knowing what will happen next keeps you turning pages for hours.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews|||||||||
1556766340-4733|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|Five Stars|1-Oct-14|my daughter loves these books|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews|||||||||
1556766322-4646|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|shazo51|Five Stars|17-Dec-14|excellent|5.0 out of 5 stars|Next page?|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews|||||||||
1556766311-4602|https://www.amazon.com/Grim-Grotto-Unfortunate-Events-Book/product-reviews/0064410145/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Shannon Jadrich|Great book. Great binding.|19-Jan-19|Great book. Great binding.|5.0 out of 5 stars|||||||||||
